time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.487119,-0.1182,-0.1248,0.4147,0.449
3.499277,0.0081,-0.0952,0.1494,0.177
3.506961,0.2229,-0.0756,-0.0461,0.240
3.517205,0.3116,-0.1346,-0.0654,0.346
3.526981,0.0294,-0.0660,-0.0458,0.086
3.536945,-0.2812,0.0515,0.0616,0.292
3.548320,-0.5043,0.1397,0.0219,0.524
3.556967,-0.4153,0.1987,-0.0479,0.463
3.567133,-0.2887,0.1304,-0.1186,0.338
3.580128,-0.2122,0.1506,-0.2099,0.334
3.587209,-0.1169,0.0828,-0.1260,0.191
3.597707,-0.0609,0.0249,-0.0430,0.079
3.606921,-0.0736,-0.0524,0.0494,0.103
3.617108,-0.0274,-0.1298,0.1613,0.209
3.626999,-0.0105,-0.2073,0.2545,0.328
3.637080,-0.0031,-0.2752,0.4270,0.508
3.647044,-0.0149,-0.3041,0.4733,0.563
3.658231,0.0716,-0.2842,0.3643,0.468
3.667157,0.1394,-0.2156,0.2469,0.356
3.676870,0.1004,-0.0981,0.0910,0.167
3.687223,-0.0650,-0.0003,0.0433,0.078
3.697524,-0.1908,0.0581,0.0644,0.210
3.707241,-0.3171,0.0676,0.0858,0.335
3.717211,-0.3365,0.0477,0.1072,0.356
3.727724,-0.2392,0.0376,0.0600,0.249
3.742999,-0.2212,0.0472,-0.0068,0.226
3.747292,-0.0960,0.0177,-0.0642,0.117
3.757226,0.0388,-0.0509,-0.0440,0.078
3.767286,0.1152,-0.1390,0.0245,0.182
3.777740,0.0552,-0.1585,0.1028,0.197
3.787219,-0.0726,-0.0997,0.1126,0.167
3.797836,-0.1806,-0.0605,0.1620,0.250
3.807209,-0.2597,-0.0409,0.1134,0.286
3.819307,-0.2020,0.0275,0.0751,0.217
3.826941,-0.2038,0.0765,0.0072,0.218
3.837122,-0.3239,0.1256,0.0177,0.348
3.847791,-0.3370,0.1158,0.1066,0.372
3.857413,-0.3612,0.0963,0.2055,0.427
3.867443,-0.2199,0.0375,0.2757,0.355
3.877015,-0.0597,-0.0901,0.1809,0.211
3.887222,0.1395,-0.2178,0.2242,0.342
3.898878,0.2908,-0.2968,0.1804,0.453
3.907275,0.2479,-0.2878,0.0685,0.386
3.918391,0.2165,-0.2395,0.0350,0.325
3.927255,0.0100,-0.0736,-0.1360,0.155
3.937272,-0.2348,0.1022,-0.0634,0.264
3.947811,-0.2254,0.0624,-0.2266,0.326
3.957093,-0.0990,0.0132,-0.0581,0.116
3.968586,0.0663,-0.1437,-0.0084,0.158
3.978659,0.1246,-0.1633,-0.0965,0.227
3.988302,0.1545,-0.1828,-0.1365,0.276
3.998108,0.1165,-0.2611,-0.1773,0.336
4.007090,0.2466,-0.0743,0.2308,0.346
4.017860,-0.1417,-0.2508,0.0918,0.302
4.027170,-0.1861,-0.0742,0.2171,0.295
4.037044,-0.0743,-0.2014,0.0474,0.220
4.048171,-0.0803,-0.1324,0.4757,0.500
4.058623,-0.3413,-0.1619,0.3669,0.527
4.067366,0.1224,-0.0935,0.6026,0.622
4.077726,0.0572,-0.1529,0.2324,0.284
4.087199,-0.1052,-0.0361,-0.1160,0.161
4.100419,0.0558,-0.0175,-0.1700,0.180
4.106994,0.1193,0.1288,-0.0982,0.201
4.117360,-0.1593,0.0986,0.0127,0.188
4.126940,-0.3598,0.0684,0.0258,0.367
4.138969,-0.2670,0.0187,0.1271,0.296
4.150161,-0.1363,-0.0114,-0.1042,0.172
4.157359,-0.1136,0.0369,-0.1401,0.184
4.167476,-0.0420,0.0658,-0.1577,0.176
4.177023,-0.2252,-0.0031,-0.0486,0.230
4.187080,-0.2225,-0.0228,0.0399,0.227
4.197838,0.0834,-0.1210,0.1475,0.208
4.207140,0.0564,-0.1702,0.1282,0.220
4.218376,0.0991,-0.1410,0.0798,0.190
4.226929,0.1325,-0.0922,0.0216,0.163
4.236832,0.0102,-0.0730,0.0028,0.074
4.248565,-0.0819,-0.0243,-0.0063,0.086
4.257396,-0.1349,-0.0540,0.0330,0.149
4.267183,-0.2175,-0.0150,0.0426,0.222
4.277702,-0.2906,0.0044,0.0416,0.294
4.288015,-0.2962,0.0437,0.0696,0.307
4.301468,-0.2536,0.0536,0.0779,0.271
4.308912,-0.2021,-0.0246,0.1157,0.234
4.317158,-0.2099,-0.0638,0.2030,0.299
4.327105,-0.2378,-0.0736,0.2024,0.321
4.337051,-0.1878,-0.0736,0.2027,0.286
4.348937,-0.1286,-0.0542,0.2428,0.280
4.357367,-0.1480,-0.0839,0.1762,0.245
4.367002,-0.2461,-0.0352,0.1687,0.300
4.377924,-0.2958,-0.0062,0.1321,0.324
4.387093,-0.0817,0.0423,0.1352,0.164
4.398921,-0.0149,0.0124,0.0114,0.022
4.407278,-0.1146,0.0903,-0.1217,0.190
4.417398,-0.0671,0.0899,-0.1967,0.226
4.427836,0.0097,-0.0182,-0.1844,0.186
4.436924,0.1262,-0.0674,-0.1832,0.232
4.449376,0.1455,-0.0772,-0.1539,0.225
4.458634,0.1461,-0.1065,-0.3117,0.360
4.467210,0.1576,-0.1649,0.1068,0.252
4.477417,-0.0159,-0.2037,0.1913,0.280
4.487275,-0.1792,-0.1838,0.1098,0.279
4.498664,0.0298,-0.2912,0.3414,0.450
4.507206,0.1020,-0.2614,0.3770,0.470
4.517248,0.1064,-0.2906,0.3358,0.457
4.527236,-0.0154,-0.3006,0.3550,0.465
4.538789,-0.2153,-0.1343,0.2774,0.376
4.549509,-0.2096,-0.2328,0.3971,0.506
4.557772,-0.1359,-0.2237,0.5473,0.607
4.567137,-0.0229,-0.3915,0.4451,0.593
4.577104,0.2961,-0.6674,0.6680,0.990
4.587015,0.2640,-0.6690,0.9615,1.201
4.599252,0.0767,-0.1517,0.5245,0.551
4.607252,-0.3255,0.4337,-0.0164,0.543
4.618734,-0.7775,0.7150,-0.3116,1.101
4.627194,-1.0365,0.8886,-0.6949,1.532
4.637434,-0.5646,0.7587,-0.7959,1.236
4.649232,-0.0563,0.5119,-0.4597,0.690
4.657110,0.0691,0.2064,-0.6154,0.653
4.667146,0.1856,-0.0300,-0.1657,0.251
4.677070,0.1563,-0.3055,0.3702,0.505
4.687401,0.1771,-0.4537,0.2601,0.552
